1014.64,-4,4,-5
1014.68,-18,21,-8
1014.64,1,5,4
1014.64,-4,3,8
1014.64,-7,-1,2
1014.64,-2,6,-6
1014.64,8,-3,11
1014.64,-5,4,6
1014.64,-1,3,1
1014.66,-2,-7,3
1014.66,-13,7,3
1014.66,7,4,-8
1014.66,0,1,2
1014.66,-5,1,9
1014.66,-5,-5,13
1014.66,7,7,1
1014.66,2,7,5
1014.66,-7,-1,12
1014.66,2,-3,4
1014.66,1,-1,-1
1014.66,5,3,8
1014.66,1,6,6
1014.66,2,-6,-2
1014.66,-10,-9,-1
1014.66,6,7,1
1014.66,-3,4,-5
1014.66,-6,-7,-9
1014.66,1,7,11
1014.66,11,-17,-5
1014.66,-5,0,-2
1014.66,-1,4,3
1014.66,-4,5,4
1014.66,-10,-15,-1
1014.66,1,-7,1
1014.66,-3,-4,20
1014.66,7,3,-3
1014.66,0,1,1
1014.66,-7,-7,-1
1014.66,3,-5,0
1014.66,-9,-5,0
1014.66,7,10,-6
1014.66,5,1,-5
1014.66,-1,-3,-4
1014.66,2,-19,3
1014.66,-6,-4,-5
1014.66,10,3,1
1014.66,-5,1,10
1014.66,-6,0,7
1014.66,-6,-10,-3
1014.66,4,-3,-13
1014.66,3,-14,3
1014.66,1,8,4
1014.66,-16,-2,2
1014.66,-5,-11,-3
1014.66,-3,-8,8
1014.66,-13,3,3
1014.66,8,-5,-4
1014.66,2,-7,-5
1014.66,-3,-7,-6
1014.66,10,-5,2
1014.66,-1,0,-6
1014.66,7,11,4
1014.66,10,3,-3
1014.66,-1,5,14
1014.66,-7,1,-9
1014.64,0,9,6
1014.64,1,-2,6
1014.64,-3,3,10
1014.64,-9,-4,-4
1014.64,-1,-4,5
1014.64,-7,-6,1
1014.64,0,0,2
1014.64,-5,-9,10
1014.64,7,3,-8
1014.64,2,9,6
1014.64,10,-7,-8
1014.64,-11,-1,6
1014.64,-13,6,1
1014.66,12,3,13
1014.66,1,-8,4
1014.66,8,-3,-2
1014.66,-2,3,-2
1014.66,-10,7,1
1014.66,12,-15,8
1014.66,-4,10,2
1014.64,-3,-17,-2
1014.64,9,5,1
1014.64,-2,-3,0
1014.64,-3,1,3
1014.64,3,-5,2
1014.64,-1,8,1
1014.64,-10,0,12
1014.64,-13,0,-2
1014.64,-9,10,11
1014.64,-6,13,-2
1014.64,5,7,-11
1014.64,1,9,-2
1014.64,4,5,12
1014.64,4,-7,1
