1014.36,-14,8,-9
1014.34,-4,16,-3
1014.36,20,6,-9
1014.36,4,-15,12
1014.36,-3,22,11
1014.36,-10,-13,-6
1014.36,-4,11,23
1014.36,18,8,18
1014.36,10,-25,2
1014.36,13,-8,11
1014.36,-19,13,1
1014.36,-16,-1,-8
1014.36,-1,-7,9
1014.36,-8,4,-2
1014.36,-4,3,-8
1014.36,-17,6,-7
1014.38,22,4,-11
1014.38,-2,11,19
1014.36,1,-17,6
1014.36,23,11,4
1014.36,-11,-8,-27
1014.36,3,1,25
1014.36,-17,-4,-17
1014.38,-1,-9,38
1014.36,-12,11,-19
1014.36,17,-14,-1
1014.38,-5,19,1
1014.40,5,-18,-5
1014.36,9,10,-4
1014.36,-7,-9,-5
1014.38,-21,-23,17
1014.36,16,-26,10
1014.38,-8,-25,25
1014.36,20,22,-19
1014.38,19,-33,27
1014.36,1,72,-6
1014.36,7,-64,39
1014.38,-10,23,-8
1014.38,-35,-49,62
1014.36,-19,16,-8
1014.40,-9,8,-1
1014.38,-5,10,-11
1014.36,3,5,-19
1014.40,7,19,-9
1014.40,-11,17,-4
1014.36,-3,8,8
1014.36,-9,21,-6
1014.36,6,13,-2
1014.40,8,3,0
1014.36,-3,-4,8
1014.38,3,13,0
1014.36,-1,-3,59
1014.36,-30,-9,164
1014.36,4,11,93
1014.36,-34,16,197
1014.36,-4,12,170
1014.38,-21,7,197
1014.38,-22,-3,203
1014.38,-17,-4,222
1014.40,3,8,161
1014.36,-7,5,191
1014.36,-12,-7,191
1014.36,-12,0,195
1014.36,-18,-5,197
1014.34,8,27,171
1014.34,-6,19,205
1014.32,-13,1,210
1014.34,-5,31,189
1014.32,-14,0,177
1014.32,3,-10,135
1014.30,-12,28,160
1014.30,-18,11,64
1014.28,-6,20,81
1014.28,44,12,-6
1014.27,-19,-11,59
1014.27,13,2,35
1014.25,23,-6,-69
1014.25,-9,32,39
1014.21,9,-17,-59
1014.21,8,10,45
1014.10,8,-13,-26
1014.10,19,17,3
1014.12,-8,16,-11
1014.12,11,0,15
1014.10,12,-24,33
1014.10,0,-5,16
1014.08,2,10,-5
1014.04,1,-25,-25
1014.06,7,32,25
1014.06,-12,0,-38
1014.06,38,22,-24
1014.04,11,-19,-17
1014.04,22,1,41
1014.02,9,-20,-23
1014.02,-3,22,8
1014.00,22,22,-45
1013.96,4,-22,41
1013.98,21,-23,-26
1013.96,-18,-29,-25
1013.96,14,24,73
1013.94,-7,-40,-43
1013.94,5,29,12
1013.94,4,6,15
1013.92,21,5,-3
1013.92,-8,-26,-41
1013.90,9,2,0
1013.90,33,-23,-60
1013.89,3,-34,23
1013.88,-5,-12,63
1013.88,10,20,-46
1013.85,20,11,24
1013.85,10,-6,13
1013.83,-3,-18,31
1013.81,36,-4,19
1013.81,12,-9,-9
1013.81,-25,-9,1
1013.79,-18,11,100
1013.77,29,-17,-18
1013.77,-9,-9,3
1013.75,27,-7,-12
1013.75,9,-20,-30
1013.75,13,25,20
1013.73,16,-15,-17
1013.71,8,-2,61
1013.71,16,-30,-23
1013.71,10,-25,-12
1013.69,3,-10,-17
1013.65,32,-20,3
1013.67,4,13,-23
1013.65,3,-21,-42
1013.65,39,2,48
1013.63,14,13,-39
1013.61,28,4,-6
1013.59,15,-15,-41
1013.61,11,27,18
1013.59,-1,-35,-3
1013.57,-3,8,-6
1013.57,3,-29,-40
1013.56,9,-10,56
1013.53,1,-15,-1
1013.51,5,30,-50
1013.51,23,16,14
1013.49,0,-10,-1
1013.49,11,52,42
1013.47,-2,-37,10
1013.47,7,27,3
1013.45,7,-26,21
1013.45,4,35,18
1013.43,-17,-32,-54
1013.43,4,27,39
1013.43,17,-14,13
1013.42,-1,-6,57
1013.40,4,-1,-31
1013.38,18,12,4
1013.36,19,0,-36
1013.38,36,-15,16
1013.36,5,2,-63
1013.34,-15,-1,30
1013.32,0,-17,-7
1013.32,8,-6,-9
1013.31,3,5,11
1013.31,2,6,-18
1013.28,32,0,25
1013.28,-5,-15,-9
1013.28,20,-2,14
1013.28,4,-6,22
1013.24,9,1,14
1013.24,5,6,2
1013.22,21,12,41
1013.22,27,-1,25
1013.22,-31,-14,-77
1013.20,14,26,66
1013.20,15,-17,-58
1013.18,-17,11,-44
1013.18,33,1,30
1013.17,-5,-44,-3
1013.17,25,4,18
1013.14,6,-9,-9
1013.13,27,14,-11
1013.13,11,-47,78
1013.13,-9,9,-24
1013.10,-6,-15,13
1013.10,35,20,-25
1013.08,-3,16,22
1013.06,-8,57,57
1013.06,37,48,-99
1013.06,7,8,45
1013.04,35,23,13
1013.04,22,7,-7
1013.02,32,-15,38
1013.00,-17,-20,-37
1013.00,-8,32,33
1013.00,-30,-3,-8
1012.99,12,-43,11
1012.99,19,-1,10
1012.96,10,1,49
1012.85,2,-8,20
1012.85,-9,-21,-14
1012.85,4,15,1
1012.83,7,8,6
1012.81,5,25,34
1012.81,-10,9,-11
1012.81,10,-29,15
1012.81,-11,-19,9
1012.79,2,-2,-6
1012.79,23,1,19
1012.78,-2,10,-49
1012.75,7,-32,-13
1012.75,31,28,20
1012.74,15,-14,-9
1012.71,21,-12,6
1012.74,-55,-11,30
1012.69,43,4,-31
1012.67,-19,10,-2
1012.65,1,49,-22
1012.65,16,22,68
1012.67,-16,-10,3
1012.67,-13,27,-42
1012.63,20,-5,-7
1012.61,-6,9,7
1012.63,20,-21,-33
1012.60,-3,-6,39
1012.60,2,35,26
1012.57,-14,-1,-23
1012.57,20,-14,6
1012.56,0,-17,26
1012.53,-2,-5,0
1012.53,-17,-9,0
1012.53,32,10,15
1012.56,-6,-13,-30
1012.56,-11,-1,-49
1012.49,52,28,0
1012.49,2,-23,1
1012.49,-12,21,-5
1012.49,-25,-1,-33
1012.49,-7,-13,42
1012.46,6,11,-16
1012.42,6,-3,-19
1012.40,-10,-18,42
1012.40,6,-31,9
1012.39,14,3,-23
1012.36,16,1,25
1012.36,21,2,11
1012.35,-14,-32,-35
1012.35,-10,19,31
1012.32,5,-18,9
1012.36,0,12,46
1012.35,-6,-2,-31
1012.31,65,-2,22
1012.31,-55,19,4
1012.28,43,21,21
1012.26,-22,-8,10
1012.26,3,15,-35
1012.24,-7,25,-6
1012.26,-3,-6,13
1012.26,-11,12,-10
1012.26,2,-49,36
1012.26,23,6,36
1012.21,-40,-34,13
1012.21,3,9,1
1012.21,7,-7,30
1012.21,-52,-19,19
1012.17,72,-30,-8
1012.17,-17,45,33
1012.18,-17,-11,-13
1012.17,45,25,-1
1012.17,12,-24,14
1012.14,-11,74,24
1012.14,7,-61,2
1012.13,-22,5,27
1012.10,17,28,4
1012.10,5,14,13
1012.10,52,69,-7
1012.10,-25,-7,53
1012.07,46,-3,-2
1012.07,-14,47,-8
1012.06,21,12,38
1012.06,10,25,-25
1012.06,2,-26,-21
1012.03,24,46,64
1012.03,-31,3,-53
1012.01,-1,-2,-30
1012.00,21,-30,44
1012.00,23,27,-41
1012.00,-26,8,21
1011.96,23,-9,-16
1011.97,10,38,7
1011.96,-19,-2,72
1011.93,7,-5,-59
1011.93,-2,3,44
1011.93,4,-4,-3
1011.92,9,-33,30
1011.92,50,-10,-3
1011.89,3,-2,-4
1011.89,-13,-1,22
1011.88,11,-17,-20
1011.88,-43,-8,-11
1011.85,-26,-16,-34
1011.85,33,-52,-43
1011.85,24,40,28
1011.83,-8,-26,-15
1011.83,-15,-21,-21
1011.82,-19,7,20
1011.82,16,-11,-31
1011.79,48,-6,33
1011.78,8,-28,-34
1011.78,35,36,44
1011.75,12,23,39
1011.75,-1,-27,-18
1011.74,0,13,-17
1011.74,20,2,13
1011.71,24,19,-25
1011.69,-1,-12,35
1011.69,26,-52,35
1011.69,35,4,3
1011.68,-20,-21,-17
1011.68,-5,-16,13
1011.65,-22,-23,-1
1011.65,13,-41,17
1011.64,22,41,37
1011.64,1,-11,-1
1011.56,23,-11,18
1011.54,4,-11,3
1011.54,-3,5,-24
1011.51,-4,-39,-11
1011.51,6,-32,19
1011.50,-22,-37,-43
1011.47,77,-13,-16
1011.46,-24,-2,26
1011.46,29,16,6
1011.43,2,3,2
1011.43,15,-21,0
1011.42,32,29,-22
1011.42,-19,-16,24
1011.39,-5,32,29
1011.39,-25,10,16
1011.38,8,-12,8
1011.38,-3,14,-22
1011.38,5,-2,40
1011.38,-4,59,-19
1011.36,41,-21,-64
1011.33,8,-36,35
1011.33,5,-33,-15
1011.33,94,6,-29
1011.29,5,-19,-40
1011.29,-33,10,73
1011.29,24,-18,-24
1011.28,1,43,20
1011.25,1,4,17
1011.25,-21,25,-41
1011.25,-18,-13,-99
1011.25,34,10,-81
1011.22,7,-42,-192
1011.21,17,1,-134
1011.18,48,-25,-182
1011.18,-8,-15,-213
1011.18,-17,1,-174
1011.18,18,-5,-234
1011.17,8,20,-179
1011.17,26,11,-189
1011.17,-4,20,-204
1011.15,11,15,-202
1011.15,33,32,-180
1011.15,17,12,-169
1011.15,4,4,-165
1011.13,14,13,-201
1011.13,26,-5,-186
1011.13,59,-25,-170
1011.13,-32,6,-184
1011.13,29,-10,-87
1011.13,22,-7,-102
1011.13,54,23,-47
1011.11,-50,-31,-33
1011.11,40,-43,-12
1011.08,-14,35,-49
1011.08,-7,-48,10
1011.07,1,73,-20
1011.07,27,-24,23
1011.07,7,13,2
1011.04,14,18,8
1011.04,-8,6,28
1011.04,8,9,6
1011.04,15,-13,4
1011.04,26,1,-1
1011.07,6,21,-3
1011.08,1,19,14
1011.08,11,26,4
1011.11,-4,-3,-22
1011.11,10,-4,-4
1011.13,11,15,6
1011.13,-4,9,4
1011.11,-13,13,4
1011.11,30,2,-8
1011.11,24,-8,-3
1011.08,15,20,-3
1011.07,27,6,1
1011.03,4,-1,2
1011.00,4,-5,-4
1011.00,28,10,8
1010.99,27,9,10
1010.99,6,15,-9
1010.99,3,-13,-19
1011.00,-17,-23,-21
1010.99,10,7,-1
1010.99,1,-3,-14
1010.99,7,2,-6
1010.99,2,11,-2
1010.99,13,-3,30
1010.99,23,3,-9
1010.99,-3,4,8
1010.97,-1,-7,-3
1010.99,14,14,3
1010.99,18,6,18
1010.99,6,4,-7
1011.00,34,2,9
1011.00,17,-4,-18
1011.03,1,14,1
